0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.00975963,0.00951953,0.00927998,0.00904125,0.0088036,0.0085673,0.00833263,0.00809983,0.00786918,0.00764091,0.00741528,0.00719253,0.00697289,0.0067566,0.00654389,0.00633496,0.00613003,0.0059293,0.00573296,0.00554121,0.00535423,0.00517218,0.00499522,0.00482353,0.00465723,0.00449648,0.0043414,0.00419212,0.00404876,0.00391142,0.00378021,0.00365522,0.00353653,0.00342424,0.00331842,0.00321912,0.00312643,0.00304039,0.00296105,0.00288847,0.00282268,0.00276372,0.00271162,0.00266642,0.00262813,0.00259677,0.00257237,0.00255493,0.00254446,0.00254097,0.00254446,0.00255493,0.00257237,0.00259677,0.00262813,0.00266642,0.00271162,0.00276372,0.00282268,0.00288847,0.00296105,0.00304039,0.00312643,0.00321912,0.00331842,0.00342424,0.00353653,0.00365522,0.00378021,0.00391142,0.00404876,0.00419212,0.0043414,0.00449648,0.00465723,0.00482353,0.00499522,0.00517218,0.00535423,0.00554121,0.00573296,0.0059293,0.00613003,0.00633496,0.00654389,0.0067566,0.00697289,0.00719253,0.00741528,0.00764091,0.00786918,0.00809983,0.00833263,0.0085673,0.0088036,0.00904125,0.00927998,0.00951953,0.00975963,0.01
0.02,0.0195193,0.0190392,0.0185602,0.0180828,0.0176076,0.0171351,0.0166658,0.0162003,0.015739,0.0152826,0.0148314,0.0143859,0.0139467,0.0135142,0.0130889,0.0126711,0.0122613,0.0118599,0.0114673,0.0110838,0.0107099,0.0103459,0.00999203,0.00964869,0.00931616,0.00899471,0.0086846,0.00838609,0.00809941,0.00782477,0.00756239,0.00731245,0.00707512,0.00685057,0.00663895,0.0064404,0.00625504,0.00608298,0.00592434,0.00577919,0.00564763,0.00552973,0.00542556,0.00533516,0.00525859,0.00519589,0.00514709,0.00511222,0.00509128,0.00508431,0.00509128,0.00511222,0.00514709,0.00519589,0.00525859,0.00533516,0.00542556,0.00552973,0.00564763,0.00577919,0.00592434,0.00608298,0.00625504,0.0064404,0.00663895,0.00685057,0.00707512,0.00731245,0.00756239,0.00782477,0.00809941,0.00838609,0.0086846,0.00899471,0.00931616,0.00964869,0.00999203,0.0103459,0.0107099,0.0110838,0.0114673,0.0118599,0.0122613,0.0126711,0.0130889,0.0135142,0.0139467,0.0143859,0.0148314,0.0152826,0.015739,0.0162003,0.0166658,0.0171351,0.0176076,0.0180828,0.0185602,0.0190392,0.0195193,0.02
0.03,0.0292792,0.0285592,0.0278409,0.027125,0.0264123,0.0257037,0.025,0.0243019,0.0236102,0.0229257,0.0222491,0.0215811,0.0209225,0.0202739,0.019636,0.0190095,0.018395,0.0177931,0.0172043,0.0166293,0.0160686,0.0155227,0.014992,0.0144772,0.0139785,0.0134964,0.0130314,0.0125837,0.0121538,0.011742,0.0113485,0.0109737,0.0106178,0.0102811,0.00996374,0.00966599,0.00938802,0.00913,0.0088921,0.00867444,0.00847715,0.00830035,0.00814412,0.00800857,0.00789374,0.00779972,0.00772654,0.00767424,0.00764285,0.00763239,0.00764285,0.00767424,0.00772654,0.00779972,0.00789374,0.00800857,0.00814412,0.00830035,0.00847715,0.00867444,0.0088921,0.00913,0.00938802,0.00966599,0.00996374,0.0102811,0.0106178,0.0109737,0.0113485,0.011742,0.0121538,0.0125837,0.0130314,0.0134964,0.0139785,0.0144772,0.014992,0.0155227,0.0160686,0.0166293,0.0172043,0.0177931,0.018395,0.0190095,0.019636,0.0202739,0.0209225,0.0215811,0.0222491,0.0229257,0.0236102,0.0243019,0.025,0.0257037,0.0264123,0.027125,0.0278409,0.0285592,0.0292792,0.03
0.04,0.0390393,0.0380797,0.0371222,0.036168,0.0352182,0.0342738,0.0333358,0.0324054,0.0314835,0.0305711,0.0296693,0.028779,0.0279012,0.0270367,0.0261865,0.0253515,0.0245324,0.0237301,0.0229454,0.022179,0.0214317,0.0207041,0.0199968,0.0193106,0.0186459,0.0180034,0.0173836,0.016787,0.016214,0.0156651,0.0151406,0.0146411,0.0141667,0.0137179,0.0132949,0.0128981,0.0125276,0.0121837,0.0118666,0.0115765,0.0113135,0.0110779,0.0108697,0.010689,0.010536,0.0104106,0.0103131,0.0102434,0.0102016,0.0101876,0.0102016,0.0102434,0.0103131,0.0104106,0.010536,0.010689,0.0108697,0.0110779,0.0113135,0.0115765,0.0118666,0.0121837,0.0125276,0.0128981,0.0132949,0.0137179,0.0141667,0.0146411,0.0151406,0.0156651,0.016214,0.016787,0.0173836,0.0180034,0.0186459,0.0193106,0.0199968,0.0207041,0.0214317,0.022179,0.0229454,0.0237301,0.0245324,0.0253515,0.0261865,0.0270367,0.0279012,0.028779,0.0296693,0.0305711,0.0314835,0.0324054,0.0333358,0.0342738,0.0352182,0.036168,0.0371222,0.0380797,0.0390393,0.04
0.05,0.0487997,0.0476007,0.0464045,0.0452123,0.0440256,0.0428457,0.0416738,0.0405113,0.0393595,0.0382196,0.0370929,0.0359805,0.0348838,0.0338037,0.0327415,0.0316982,0.0306748,0.0296724,0.028692,0.0277345,0.0268008,0.0258917,0.025008,0.0241506,0.0233202,0.0225175,0.0217431,0.0209977,0.0202817,0.0195959,0.0189407,0.0183165,0.0177239,0.0171631,0.0166347,0.0161389,0.015676,0.0152463,0.0148501,0.0144877,0.0141592,0.0138647,0.0136046,0.0133788,0.0131876,0.0130311,0.0129092,0.0128221,0.0127698,0.0127524,0.0127698,0.0128221,0.0129092,0.0130311,0.0131876,0.0133788,0.0136046,0.0138647,0.0141592,0.0144877,0.0148501,0.0152463,0.015676,0.0161389,0.0166347,0.0171631,0.0177239,0.0183165,0.0189407,0.0195959,0.0202817,0.0209977,0.0217431,0.0225175,0.0233202,0.0241506,0.025008,0.0258917,0.0268008,0.0277345,0.028692,0.0296724,0.0306748,0.0316982,0.0327415,0.0338037,0.0348838,0.0359805,0.0370929,0.0382196,0.0393595,0.0405113,0.0416738,0.0428457,0.0440256,0.0452123,0.0464045,0.0476007,0.0487997,0.05
0.06,0.0585605,0.0571226,0.0556879,0.0542582,0.052835,0.0514199,0.0500144,0.0486203,0.0472389,0.0458718,0.0445206,0.0431866,0.0418712,0.0405759,0.039302,0.0380507,0.0368235,0.0356213,0.0344455,0.0332972,0.0321773,0.0310871,0.0300273,0.0289991,0.0280032,0.0270405,0.0261117,0.0252177,0.0243591,0.0235366,0.0227508,0.0220023,0.0212915,0.020619,0.0199853,0.0193906,0.0188355,0.0183202,0.0178451,0.0174104,0.0170164,0.0166633,0.0163513,0.0160805,0.0158512,0.0156635,0.0155173,0.0154129,0.0153502,0.0153293,0.0153502,0.0154129,0.0155173,0.0156635,0.0158512,0.0160805,0.0163513,0.0166633,0.0170164,0.0174104,0.0178451,0.0183202,0.0188355,0.0193906,0.0199853,0.020619,0.0212915,0.0220023,0.0227508,0.0235366,0.0243591,0.0252177,0.0261117,0.0270405,0.0280032,0.0289991,0.0300273,0.0310871,0.0321773,0.0332972,0.0344455,0.0356213,0.0368235,0.0380507,0.039302,0.0405759,0.0418712,0.0431866,0.0445206,0.0458718,0.0472389,0.0486203,0.0500144,0.0514199,0.052835,0.0542582,0.0556879,0.0571226,0.0585605,0.06
0.07,0.0683217,0.0666453,0.0649728,0.0633059,0.0616467,0.0599969,0.0583583,0.056733,0.0551225,0.0535287,0.0519534,0.0503981,0.0488646,0.0473545,0.0458693,0.0444105,0.0429797,0.0415782,0.0402074,0.0388686,0.037563,0.0362919,0.0350564,0.0338576,0.0326966,0.0315742,0.0304914,0.0294491,0.0284482,0.0274893,0.0265731,0.0257004,0.0248718,0.0240878,0.0233489,0.0226556,0.0220084,0.0214077,0.0208538,0.020347,0.0198876,0.019476,0.0191122,0.0187966,0.0185293,0.0183103,0.0181399,0.0180182,0.0179451,0.0179207,0.0179451,0.0180182,0.0181399,0.0183103,0.0185293,0.0187966,0.0191122,0.019476,0.0198876,0.020347,0.0208538,0.0214077,0.0220084,0.0226556,0.0233489,0.0240878,0.0248718,0.0257004,0.0265731,0.0274893,0.0284482,0.0294491,0.0304914,0.0315742,0.0326966,0.0338576,0.0350564,0.0362919,0.037563,0.0388686,0.0402074,0.0415782,0.0429797,0.0444105,0.0458693,0.0473545,0.0488646,0.0503981,0.0519534,0.0535287,0.0551225,0.056733,0.0583583,0.0599969,0.0616467,0.0633059,0.0649728,0.0666453,0.0683217,0.07
0.08,0.0780835,0.0761692,0.0742593,0.0723559,0.0704611,0.0685772,0.0667061,0.06485,0.063011,0.061191,0.0593921,0.0576161,0.0558649,0.0541405,0.0524445,0.0507787,0.0491448,0.0475444,0.045979,0.0444502,0.0429594,0.0415079,0.0400971,0.0387281,0.0374023,0.0361206,0.0348842,0.033694,0.0325509,0.0314559,0.0304098,0.0294132,0.028467,0.0275717,0.0267279,0.0259363,0.0251972,0.0245112,0.0238787,0.0233,0.0227754,0.0223053,0.02189,0.0215295,0.0212243,0.0209743,0.0207797,0.0206406,0.0205572,0.0205294,0.0205572,0.0206406,0.0207797,0.0209743,0.0212243,0.0215295,0.02189,0.0223053,0.0227754,0.0233,0.0238787,0.0245112,0.0251972,0.0259363,0.0267279,0.0275717,0.028467,0.0294132,0.0304098,0.0314559,0.0325509,0.033694,0.0348842,0.0361206,0.0374023,0.0387281,0.0400971,0.0415079,0.0429594,0.0444502,0.045979,0.0475444,0.0491448,0.0507787,0.0524445,0.0541405,0.0558649,0.0576161,0.0593921,0.061191,0.063011,0.06485,0.0667061,0.0685772,0.0704611,0.0723559,0.0742593,0.0761692,0.0780835,0.08
0.09,0.087846,0.0856944,0.0835477,0.0814084,0.0792788,0.0771613,0.0750583,0.0729722,0.0709052,0.0688596,0.0668377,0.0648416,0.0628734,0.0609352,0.059029,0.0571567,0.0553203,0.0535215,0.0517621,0.0500438,0.0483681,0.0467367,0.045151,0.0436124,0.0421222,0.0406817,0.039292,0.0379543,0.0366695,0.0354388,0.034263,0.0331429,0.0320794,0.0310731,0.0301248,0.029235,0.0284043,0.0276333,0.0269223,0.0262719,0.0256823,0.025154,0.0246871,0.024282,0.0239389,0.0236579,0.0234392,0.023283,0.0231892,0.0231579,0.0231892,0.023283,0.0234392,0.0236579,0.0239389,0.024282,0.0246871,0.025154,0.0256823,0.0262719,0.0269223,0.0276333,0.0284043,0.029235,0.0301248,0.0310731,0.0320794,0.0331429,0.034263,0.0354388,0.0366695,0.0379543,0.039292,0.0406817,0.0421222,0.0436124,0.045151,0.0467367,0.0483681,0.0500438,0.0517621,0.0535215,0.0553203,0.0571567,0.059029,0.0609352,0.0628734,0.0648416,0.0668377,0.0688596,0.0709052,0.0729722,0.0750583,0.0771613,0.0792788,0.0814084,0.0835477,0.0856944,0.087846,0.09
